text,text_raw,label
suidexec in suidmanager 0.18 on debian 2.0 allows local users to gain root privileges by specifying a malicious program on the command line.,suidexec in suidmanager 0.18 on Debian 2.0 allows local users to gain root privileges by specifying a malicious program on the command line.,Alta
cwe: cwe-119 | solaris ufsrestore buffer overflow.,cwe: cwe-119 | Solaris ufsrestore buffer overflow.,Alta
solaris rpc.mountd generates error messages that allow a remote attacker to determine what files are on the server.,Solaris rpc.mountd generates error messages that allow a remote attacker to determine what files are on the server.,Alta
buffer overflow in kppp in kde allows local users to gain root access via a long -c (account_name) command line argument.,Buffer overflow in kppp in KDE allows local users to gain root access via a long -c (account_name) command line argument.,Alta
the printers program in irix has a buffer overflow that gives root access to local users.,The printers program in IRIX has a buffer overflow that gives root access to local users.,Alta
freebsd t/tcp extensions for transactions can be subjected to spoofing attacks.,FreeBSD T/TCP Extensions for Transactions can be subjected to spoofing attacks.,Alta
sgi irix buffer overflow in xterm and xaw allows root access.,SGI IRIX buffer overflow in xterm and Xaw allows root access.,Alta
"solaris 2.6 hw3/98 installs admintool with world-writable permissions, which allows local users to gain privileges by replacing it with a trojan horse program.","Solaris 2.6 HW3/98 installs admintool with world-writable permissions, which allows local users to gain privileges by replacing it with a Trojan horse program.",Alta
vulnerability in advanced file system utility (advfs) in digital unix 4.0 through 4.0d allows local users to gain privileges.,Vulnerability in Advanced File System Utility (advfs) in Digital UNIX 4.0 through 4.0d allows local users to gain privileges.,Média
"windows nt 3.51 and 4.0 running wins (windows internet name service) allows remote attackers to cause a denial of service (resource exhaustion) via a flood of malformed packets, which causes the server to slow down and fill the event logs with error messages.","Windows NT 3.51 and 4.0 running WINS (Windows Internet Name Service) allows remote attackers to cause a denial of service (resource exhaustion) via a flood of malformed packets, which causes the server to slow down and fill the event logs with error messages.",Média
the motorola cablerouter allows any remote user to connect to and configure the router on port 1024.,The Motorola CableRouter allows any remote user to connect to and configure the router on port 1024.,Alta
a memory leak in a motorola cablerouter allows remote attackers to conduct a denial of service via a large number of telnet connections.,A memory leak in a Motorola CableRouter allows remote attackers to conduct a denial of service via a large number of telnet connections.,Alta
"check point firewall-1 does not properly handle certain restricted keywords (e.g., mail, auth, time) in user-defined objects, which could produce a rule with a default ""any"" address and result in access to more systems than intended by the administrator.","Check Point Firewall-1 does not properly handle certain restricted keywords (e.g., Mail, auth, time) in user-defined objects, which could produce a rule with a default ""ANY"" address and result in access to more systems than intended by the administrator.",Alta
"us robotics/3com total control chassis with frame relay between 3.6.22 and 3.7.24 does not properly enforce access filters when the ""set host prompt"" setting is made for a port, which allows attackers to bypass restrictions by providing the hostname twice at the ""host: "" prompt.","US Robotics/3Com Total Control Chassis with Frame Relay between 3.6.22 and 3.7.24 does not properly enforce access filters when the ""set host prompt"" setting is made for a port, which allows attackers to bypass restrictions by providing the hostname twice at the ""host: "" prompt.",Alta
buffer overflows in sun libnsl allow root access.,Buffer overflows in Sun libnsl allow root access.,Alta
"vulnerability in man.sh cgi script, included in may 1998 issue of sysadmin magazine, allows remote attackers to execute arbitrary commands.","Vulnerability in man.sh CGI script, included in May 1998 issue of SysAdmin Magazine, allows remote attackers to execute arbitrary commands.",Alta
buffer overflow in kscreensaver in kde klock allows local users to gain root privileges via a long home environmental variable.,Buffer overflow in kscreensaver in KDE klock allows local users to gain root privileges via a long HOME environmental variable.,Alta
buffer overflow in bnu uucp daemon (uucpd) through long hostnames.,Buffer overflow in BNU UUCP daemon (uucpd) through long hostnames.,Média
vulnerability in (1) diskalign and (2) diskperf in irix 6.4 patches 2291 and 2848 allow a local user to create root-owned files leading to a root compromise.,Vulnerability in (1) diskalign and (2) diskperf in IRIX 6.4 patches 2291 and 2848 allow a local user to create root-owned files leading to a root compromise.,Alta
"vulnerability in (1) diskperf and (2) diskalign in irix 6.4 allows local attacker to create arbitrary root owned files, leading to root privileges.","Vulnerability in (1) diskperf and (2) diskalign in IRIX 6.4 allows local attacker to create arbitrary root owned files, leading to root privileges.",Alta
xosview 1.5.1 in red hat 5.1 allows local users to gain root access via a long home environmental variable.,xosview 1.5.1 in Red Hat 5.1 allows local users to gain root access via a long HOME environmental variable.,Alta
"in iis, remote attackers can obtain source code for asp files by appending ""::$data"" to the url.","In IIS, remote attackers can obtain source code for ASP files by appending ""::$DATA"" to the URL.",Média
sgi mediad program allows local users to gain root access.,SGI mediad program allows local users to gain root access.,Alta
a unix account has a guessable password.,A Unix account has a guessable password.,Média
"an account on a router, firewall, or other network device has a default, null, blank, or missing password.","An account on a router, firewall, or other network device has a default, null, blank, or missing password.",Média
"micah software full armor network configurator and zero administration allow local users with physical access to bypass the desktop protection by (1) using <ctrl><alt><del> and kill the process using the task manager, (2) booting the system from a separate disk, or (3) interrupting certain processes that execute while the system is booting.","Micah Software Full Armor Network Configurator and Zero Administration allow local users with physical access to bypass the desktop protection by (1) using <CTRL><ALT><DEL> and kill the process using the task manager, (2) booting the system from a separate disk, or (3) interrupting certain processes that execute while the system is booting.",Média
"compaq/microcom 6000 access integrator does not cause a session timeout after prompting for a username or password, which allows remote attackers to cause a denial of service by connecting to the integrator without providing a username or password.","Compaq/Microcom 6000 Access Integrator does not cause a session timeout after prompting for a username or password, which allows remote attackers to cause a denial of service by connecting to the integrator without providing a username or password.",Média
"cwe: cwe-307 | compaq/microcom 6000 access integrator does not disconnect a client after a certain number of failed login attempts, which allows remote attackers to guess usernames or passwords via a brute force attack.","cwe: cwe-307 | Compaq/Microcom 6000 Access Integrator does not disconnect a client after a certain number of failed login attempts, which allows remote attackers to guess usernames or passwords via a brute force attack.",Alta
"buffer overflow in nis+, in sun's rpc.nisd program.","Buffer overflow in NIS+, in Sun's rpc.nisd program.",Alta
sun's ftpd daemon can be subjected to a denial of service.,Sun's ftpd daemon can be subjected to a denial of service.,Média
sambar server 4.1 beta allows remote attackers to obtain sensitive information about the server via an http request for the dumpenv.pl script.,Sambar Server 4.1 beta allows remote attackers to obtain sensitive information about the server via an HTTP request for the dumpenv.pl script.,Média
"macromedia dreamweaver uses weak encryption to store ftp passwords, which could allow local users to easily decrypt the passwords of other users.","Macromedia Dreamweaver uses weak encryption to store FTP passwords, which could allow local users to easily decrypt the passwords of other users.",Baixa
(1) acledit and (2) aclput in aix 4.3 allow local users to create or modify files via a symlink attack.,(1) acledit and (2) aclput in AIX 4.3 allow local users to create or modify files via a symlink attack.,Baixa
"cheyenne inoculan anti-virus server in inoculan 4.0 before service pack 2 creates an update directory with ""everyone full control"" permissions, which allows local users to cause inoculan's antivirus update feature to install a trojan horse dll.","Cheyenne InocuLAN Anti-Virus Server in Inoculan 4.0 before Service Pack 2 creates an update directory with ""EVERYONE FULL CONTROL"" permissions, which allows local users to cause Inoculan's antivirus update feature to install a Trojan horse dll.",Alta
"ssh 1.2.25, 1.2.23, and other versions, when used in in cbc (cipher block chaining) or cfb (cipher feedback 64 bits) modes, allows remote attackers to insert arbitrary data into an existing stream between an ssh client and server by using a known plaintext attack and computing a valid crc-32 checksum for the packet, aka the ""ssh insertion attack.""","SSH 1.2.25, 1.2.23, and other versions, when used in in CBC (Cipher Block Chaining) or CFB (Cipher Feedback 64 bits) modes, allows remote attackers to insert arbitrary data into an existing stream between an SSH client and server by using a known plaintext attack and computing a valid CRC-32 checksum for the packet, aka the ""SSH insertion attack.""",Média
cwe: cwe-59 | freebsd allows local users to conduct a denial of service by creating a hard link from a device special file to a file on an nfs file system.,cwe: cwe-59 | FreeBSD allows local users to conduct a denial of service by creating a hard link from a device special file to a file on an NFS file system.,Média
"bug in amd k6 processor on linux 2.0.x and 2.1.x kernels allows local users to cause a denial of service (crash) via a particular sequence of instructions, possibly related to accessing addresses outside of segments.","Bug in AMD K6 processor on Linux 2.0.x and 2.1.x kernels allows local users to cause a denial of service (crash) via a particular sequence of instructions, possibly related to accessing addresses outside of segments.",Alta
the textcounter.pl by matt wright allows remote attackers to execute arbitrary commands via shell metacharacters.,The textcounter.pl by Matt Wright allows remote attackers to execute arbitrary commands via shell metacharacters.,Alta
cwe: cwe-327 | information from ssl-encrypted sessions via pkcs #1.,cwe: cwe-327 | Information from SSL-encrypted sessions via PKCS #1.,Média
"cops 1.04 allows local users to overwrite or create arbitrary files via a symlink attack on temporary files in (1) res_diff, (2) ca.src, and (3) mail.chk.","COPS 1.04 allows local users to overwrite or create arbitrary files via a symlink attack on temporary files in (1) res_diff, (2) ca.src, and (3) mail.chk.",Alta
rex.satan in satan 1.1.1 allows local users to overwrite arbitrary files via a symlink attack on the /tmp/rex.$$ file.,rex.satan in SATAN 1.1.1 allows local users to overwrite arbitrary files via a symlink attack on the /tmp/rex.$$ file.,Alta
"tiger 2.2.3 allows local users to overwrite arbitrary files via a symlink attack on various temporary files in tiger's default working directory, as defined by the workdir variable.","Tiger 2.2.3 allows local users to overwrite arbitrary files via a symlink attack on various temporary files in Tiger's default working directory, as defined by the WORKDIR variable.",Alta
"nis finger allows an attacker to conduct a denial of service via a large number of finger requests, resulting in a large number of nis queries.","NIS finger allows an attacker to conduct a denial of service via a large number of finger requests, resulting in a large number of NIS queries.",Baixa
"microsoft sql server 6.5 uses weak encryption for the password for the sqlexecutivecmdexec account and stores it in an accessible portion of the registry, which could allow local users to gain privileges by reading and decrypting the cmdexecaccount value.","Microsoft SQL Server 6.5 uses weak encryption for the password for the SQLExecutiveCmdExec account and stores it in an accessible portion of the registry, which could allow local users to gain privileges by reading and decrypting the CmdExecAccount value.",Alta
"livingston portmaster routers running comos use the same initial sequence number (isn) for tcp connections, which allows remote attackers to conduct spoofing and hijack tcp sessions.","Livingston Portmaster routers running ComOS use the same initial sequence number (ISN) for TCP connections, which allows remote attackers to conduct spoofing and hijack TCP sessions.",Alta
"linux 2.0.34 does not properly prevent users from sending sigio signals to arbitrary processes, which allows local users to cause a denial of service by sending sigio to processes that do not catch it.","Linux 2.0.34 does not properly prevent users from sending SIGIO signals to arbitrary processes, which allows local users to cause a denial of service by sending SIGIO to processes that do not catch it.",Baixa
disk_bandwidth on sgi irix 6.4 s2mp for origin/onyx2 allows local users to gain root access using relative pathnames.,disk_bandwidth on SGI IRIX 6.4 S2MP for Origin/Onyx2 allows local users to gain root access using relative pathnames.,Alta
ioconfig on sgi irix 6.4 s2mp for origin/onyx2 allows local users to gain root access using relative pathnames.,ioconfig on SGI IRIX 6.4 S2MP for Origin/Onyx2 allows local users to gain root access using relative pathnames.,Alta
denial of service in wingate proxy through a buffer overflow in pop3.,Denial of service in WinGate proxy through a buffer overflow in POP3.,Média
startech (1) pop3 proxy server and (2) telnet server allows remote attackers to cause a denial of service via a long user command.,StarTech (1) POP3 proxy server and (2) telnet server allows remote attackers to cause a denial of service via a long USER command.,Média
"the at program in irix 6.2 and netbsd 1.3.2 and earlier allows local users to read portions of arbitrary files by submitting the file to at with the -f argument, which generates error messages that at sends to the user via e-mail.","The at program in IRIX 6.2 and NetBSD 1.3.2 and earlier allows local users to read portions of arbitrary files by submitting the file to at with the -f argument, which generates error messages that at sends to the user via e-mail.",Baixa
"buffer overflow in the lex routines of nslookup for aix 4.3 may allow attackers to cause a core dump and possibly execute arbitrary code via ""long input strings.""","Buffer overflow in the lex routines of nslookup for AIX 4.3 may allow attackers to cause a core dump and possibly execute arbitrary code via ""long input strings.""",Alta
eperl 2.2.12 allows remote attackers to read arbitrary files and possibly execute certain commands by specifying a full pathname of the target file as an argument to bar.phtml.,ePerl 2.2.12 allows remote attackers to read arbitrary files and possibly execute certain commands by specifying a full pathname of the target file as an argument to bar.phtml.,Alta
"ray chan www authorization gateway 0.1 cgi program allows remote attackers to execute arbitrary commands via shell metacharacters in the ""user"" parameter.","Ray Chan WWW Authorization Gateway 0.1 CGI program allows remote attackers to execute arbitrary commands via shell metacharacters in the ""user"" parameter.",Alta
buffer overflow in slmail 3.x allows attackers to execute commands using a large from line.,Buffer overflow in SLmail 3.x allows attackers to execute commands using a large FROM line.,Alta
buffer overflow in libsocks5 library of socks 5 (socks5) 1.0r5 allows local users to gain privileges via long environmental variables.,Buffer overflow in libsocks5 library of Socks 5 (socks5) 1.0r5 allows local users to gain privileges via long environmental variables.,Alta
"kmail in kde 1.0 provides a pgp passphrase as a command line argument to other programs, which could allow local users to obtain the passphrase and compromise the pgp keys of other users by viewing the arguments via programs that list process information, such as ps.","KMail in KDE 1.0 provides a PGP passphrase as a command line argument to other programs, which could allow local users to obtain the passphrase and compromise the PGP keys of other users by viewing the arguments via programs that list process information, such as ps.",Média
"login in slackware linux 3.2 through 3.5 does not properly check for an error when the /etc/group file is missing, which prevents it from dropping privileges, causing it to assign root privileges to any local user who logs on to the server.","login in Slackware Linux 3.2 through 3.5 does not properly check for an error when the /etc/group file is missing, which prevents it from dropping privileges, causing it to assign root privileges to any local user who logs on to the server.",Alta
cwe: cwe-125 | buffer overflow in pop servers based on bsd/qualcomm's qpopper allows remote attackers to gain root access using a long pass command.,cwe: cwe-125 | Buffer overflow in POP servers based on BSD/Qualcomm's qpopper allows remote attackers to gain root access using a long PASS command.,Alta
libnsl in solaris allowed an attacker to perform a denial of service of rpcbind.,libnsl in Solaris allowed an attacker to perform a denial of service of rpcbind.,Alta
cmdtool in openwindows 3.0 and xview 3.0 in sunos 4.1.4 and earlier allows attackers with physical access to the system to display unechoed characters (such as those from password prompts) via the l2/again key.,cmdtool in OpenWindows 3.0 and XView 3.0 in SunOS 4.1.4 and earlier allows attackers with physical access to the system to display unechoed characters (such as those from password prompts) via the L2/AGAIN key.,Baixa
hp jetadmin d.01.09 on solaris allows local users to change the permissions of arbitrary files via a symlink attack on the /tmp/jetadmin.log file.,HP JetAdmin D.01.09 on Solaris allows local users to change the permissions of arbitrary files via a symlink attack on the /tmp/jetadmin.log file.,Alta
"by design, the ""established"" command on the cisco pix firewall allows connections from one host to arbitrary ports of a target host if an alternative conduit has already been allowed, which can cause administrators to configure less restrictive access controls than intended if they do not understand this functionality.","By design, the ""established"" command on the Cisco PIX firewall allows connections from one host to arbitrary ports of a target host if an alternative conduit has already been allowed, which can cause administrators to configure less restrictive access controls than intended if they do not understand this functionality.",Alta
solaris sunwadmap can be exploited to obtain root access.,Solaris SUNWadmap can be exploited to obtain root access.,Média
buffer overflow in csm proxy 4.1 allows remote attackers to cause a denial of service (crash) via a long string to the ftp port.,Buffer overflow in CSM Proxy 4.1 allows remote attackers to cause a denial of service (crash) via a long string to the FTP port.,Média
"power management (powermanagement) on solaris 2.4 through 2.6 does not start the xlock process until after the sys-suspend has completed, which allows an attacker with physical access to input characters to the last active application from the keyboard for a short period after the system is restoring, which could lead to increased privileges.","Power management (Powermanagement) on Solaris 2.4 through 2.6 does not start the xlock process until after the sys-suspend has completed, which allows an attacker with physical access to input characters to the last active application from the keyboard for a short period after the system is restoring, which could lead to increased privileges.",Alta
vulnerability in loginout in digital openvms 7.1 and earlier allows unauthorized access when external authentication is enabled.,Vulnerability in loginout in Digital OpenVMS 7.1 and earlier allows unauthorized access when external authentication is enabled.,Alta
arbitrary command execution via imap buffer overflow in authenticate command.,Arbitrary command execution via IMAP buffer overflow in authenticate command.,Alta
"vintra smtp mailserver allows remote attackers to cause a denial of service via a malformed ""expn *@"" command.","Vintra SMTP MailServer allows remote attackers to cause a denial of service via a malformed ""EXPN *@"" command.",Média
"nbase switches nh2012, nh2012r, nh2015, and nh2048 have a back door password that cannot be disabled, which allows remote attackers to modify the switch's configuration.","NBase switches NH2012, NH2012R, NH2015, and NH2048 have a back door password that cannot be disabled, which allows remote attackers to modify the switch's configuration.",Alta
"nbase switches nh208 and nh215 run a tftp server which allows remote attackers to send software updates to modify the switch or cause a denial of service (crash) by guessing the target filenames, which have default names.","NBase switches NH208 and NH215 run a TFTP server which allows remote attackers to send software updates to modify the switch or cause a denial of service (crash) by guessing the target filenames, which have default names.",Média
buffer overflow in ping cgi program in xylogics annex terminal service allows remote attackers to cause a denial of service via a long query parameter.,Buffer overflow in ping CGI program in Xylogics Annex terminal service allows remote attackers to cause a denial of service via a long query parameter.,Média
mutt mail client allows a remote attacker to execute commands via shell metacharacters.,Mutt mail client allows a remote attacker to execute commands via shell metacharacters.,Alta
internet explorer 4.0 allows remote attackers to cause a denial of service (crash) via html code that contains a long classid parameter in an object tag.,Internet Explorer 4.0 allows remote attackers to cause a denial of service (crash) via HTML code that contains a long CLASSID parameter in an OBJECT tag.,Média
"dumpreg in red hat linux 5.1 opens /dev/mem with o_rdwr access, which allows local users to cause a denial of service (crash) by redirecting fd 1 (stdout) to the kernel.","dumpreg in Red Hat Linux 5.1 opens /dev/mem with O_RDWR access, which allows local users to cause a denial of service (crash) by redirecting fd 1 (stdout) to the kernel.",Baixa
"eudora and eudora light before 3.05 allows remote attackers to cause a crash and corrupt the user's mailbox via an e-mail message with certain dates, such as (1) dates before 1970, which cause a divide by zero error, or (2) dates that are 100 years after the current date, which causes a segmentation fault.","Eudora and Eudora Light before 3.05 allows remote attackers to cause a crash and corrupt the user's mailbox via an e-mail message with certain dates, such as (1) dates before 1970, which cause a Divide By Zero error, or (2) dates that are 100 years after the current date, which causes a segmentation fault.",Média
"cwe: cwe-200 | vulnerability in predictive on hp-ux 11.0 and earlier, and mpe/ix 5.5 and earlier, allows attackers to compromise data transfer for predictive messages (using e-mail or modem) between customer and response center predictive systems.","cwe: cwe-200 | Vulnerability in Predictive on HP-UX 11.0 and earlier, and MPE/iX 5.5 and earlier, allows attackers to compromise data transfer for Predictive messages (using e-mail or modem) between customer and Response Center Predictive systems.",Média
netscape enterprise servers may list files through the pageservices query.,Netscape Enterprise servers may list files through the PageServices query.,Média
"the wins server in microsoft windows nt 4.0 before sp4 allows remote attackers to cause a denial of service (process termination) via invalid udp frames to port 137 (netbios name service), as demonstrated via a flood of random packets.","The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets.",Média
"hp openview omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.","HP OpenView Omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.",Alta
"buffer overflow in the libauth library in solaris allows local users to gain additional privileges, possibly root access.","Buffer overflow in the libauth library in Solaris allows local users to gain additional privileges, possibly root access.",Alta
cwe: cwe-264 | nt users can gain debug-level access on a system process using the sechole exploit.,cwe: cwe-264 | NT users can gain debug-level access on a system process using the Sechole exploit.,Alta
an snmp community name is guessable.,An SNMP community name is guessable.,Alta
the chpass command in openbsd allows a local user to gain root access through file descriptor leakage.,The chpass command in OpenBSD allows a local user to gain root access through file descriptor leakage.,Alta
hylafax faxsurvey cgi script on linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.,Hylafax faxsurvey CGI script on Linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.,Alta
"apache www server 1.3.1 and earlier allows remote attackers to cause a denial of service (resource exhaustion) via a large number of mime headers with the same name, aka the ""sioux"" vulnerability.","Apache WWW server 1.3.1 and earlier allows remote attackers to cause a denial of service (resource exhaustion) via a large number of MIME headers with the same name, aka the ""sioux"" vulnerability.",Alta
"cwe: cwe-400 | attackers can crash a cisco ios router or device, provided they can get to an interactive prompt (such as a login). this applies to some ios 9.x, 10.x, and 11.x releases.","cwe: cwe-400 | Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.",Baixa
opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a url that contains an extra / in the http:// tag.,Opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a URL that contains an extra / in the http:// tag.,Média
cisco pix firewall and cbac ip fragmentation attack results in a denial of service.,Cisco PIX firewall and CBAC IP fragmentation attack results in a denial of service.,Média
answerbook2 (ab2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service (resource exhaustion) via an http post request with a large content-length.,AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service (resource exhaustion) via an HTTP POST request with a large content-length.,Média
"format string vulnerability in answerbook2 (ab2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via encoded % characters in an http request, which is improperly logged.","Format string vulnerability in AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via encoded % characters in an HTTP request, which is improperly logged.",Alta
buffer overflow in mscreen on sco openserver 5.0 and sco unix 3.2v4 allows a local user to gain root access via (1) a long term environmental variable and (2) a long entry in the .mscreenrc file.,Buffer overflow in mscreen on SCO OpenServer 5.0 and SCO UNIX 3.2v4 allows a local user to gain root access via (1) a long TERM environmental variable and (2) a long entry in the .mscreenrc file.,Alta
multiple buffer overflows in how dtmail handles attachments allows a remote attacker to execute commands.,Multiple buffer overflows in how dtmail handles attachments allows a remote attacker to execute commands.,Alta
cisco pix firewall manager (pfm) on windows nt allows attackers to connect to port 8080 on the pfm server and retrieve any file whose name and location is known.,Cisco PIX firewall manager (PFM) on Windows NT allows attackers to connect to port 8080 on the PFM server and retrieve any file whose name and location is known.,Média
"the ""established"" keyword in some cisco ios software allowed an attacker to bypass filtering.","The ""established"" keyword in some Cisco IOS software allowed an attacker to bypass filtering.",Média
sunos/solaris ftp clients can be forced to execute arbitrary commands from a malicious ftp server.,SunOS/Solaris FTP clients can be forced to execute arbitrary commands from a malicious FTP server.,Alta
ssh 1.2.25 on hp-ux allows access to new user accounts.,SSH 1.2.25 on HP-UX allows access to new user accounts.,Alta
routermate has a default snmp community name which allows remote attackers to modify its configuration.,ROUTERmate has a default SNMP community name which allows remote attackers to modify its configuration.,Média
buffer overflow in web administration feature of kolban webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long url.,Buffer overflow in web administration feature of Kolban Webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long URL.,Alta
denial of service in hp-ux sharedx recserv program.,Denial of service in HP-UX SharedX recserv program.,Média
wwwboard allows a remote attacker to delete message board articles via a malformed argument.,wwwboard allows a remote attacker to delete message board articles via a malformed argument.,Média
"internet explorer 4.0 and 4.01 allow a remote attacker to read files via ie's cross frame security, aka the ""cross frame navigate"" vulnerability.","Internet Explorer 4.0 and 4.01 allow a remote attacker to read files via IE's cross frame security, aka the ""Cross Frame Navigate"" vulnerability.",Baixa
"buffer overflow in bash 2.0.0, 1.4.17, and other versions allows local attackers to gain privileges by creating an extremely large directory name, which is inserted into the password prompt via the \w option in the ps1 environmental variable when another user changes into that directory.","Buffer overflow in bash 2.0.0, 1.4.17, and other versions allows local attackers to gain privileges by creating an extremely large directory name, which is inserted into the password prompt via the \w option in the PS1 environmental variable when another user changes into that directory.",Média
buffer overflow in sun's ping program can give root access to local users.,Buffer overflow in Sun's ping program can give root access to local users.,Alta
ichat rooms webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.,iChat ROOMS Webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.,Média
"the installation of novell netware nds 5.99 provides an unauthenticated client with read access for the tree, which allows remote attackers to access sensitive information such as users, groups, and readable objects via cx.exe and nlist.exe.","The installation of Novell Netware NDS 5.99 provides an unauthenticated client with Read access for the tree, which allows remote attackers to access sensitive information such as users, groups, and readable objects via CX.EXE and NLIST.EXE.",Alta
"smtp server in slmail 3.1 and earlier allows remote attackers to cause a denial of service via malformed commands whose arguments begin with a ""("" (parenthesis) character, such as (1) send, (2) vrfy, (3) expn, (4) mail from, (5) rcpt to.","SMTP server in SLmail 3.1 and earlier allows remote attackers to cause a denial of service via malformed commands whose arguments begin with a ""("" (parenthesis) character, such as (1) SEND, (2) VRFY, (3) EXPN, (4) MAIL FROM, (5) RCPT TO.",Média
"the default configuration of flexlm license manager 6.0d, and possibly other versions, allows remote attackers to shut down the server via the lmdown command.","The default configuration of FLEXlm license manager 6.0d, and possibly other versions, allows remote attackers to shut down the server via the lmdown command.",Média
"various modems that do not implement a guard time, or are configured with a guard time of 0, can allow remote attackers to execute arbitrary modem commands such as ath, ath0, etc., via a ""+++"" sequence that appears in icmp packets, the subject of an e-mail message, irc commands, and others.","Various modems that do not implement a guard time, or are configured with a guard time of 0, can allow remote attackers to execute arbitrary modem commands such as ATH, ATH0, etc., via a ""+++"" sequence that appears in ICMP packets, the subject of an e-mail message, IRC commands, and others.",Alta
"the windows nt rpc service allows remote attackers to conduct a denial of service using spoofed malformed rpc packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka snork.","The Windows NT RPC service allows remote attackers to conduct a denial of service using spoofed malformed RPC packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka Snork.",Média
vulnerability in on-line customer registration software for irix 6.2 through 6.4 allows local users to gain root privileges.,Vulnerability in On-Line Customer Registration software for IRIX 6.2 through 6.4 allows local users to gain root privileges.,Alta
"in solaris, an snmp subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.","In Solaris, an SNMP subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.",Alta
a windows nt domain user or administrator account has a guessable password.,A Windows NT domain user or administrator account has a guessable password.,Alta
"a windows nt domain user or administrator account has a default, null, blank, or missing password.","A Windows NT domain user or administrator account has a default, null, blank, or missing password.",Alta
the windows nt guest account is enabled.,The Windows NT guest account is enabled.,Média
"internet explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.","Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.",Baixa
a malicious palace server can force a client to execute arbitrary programs.,A malicious Palace server can force a client to execute arbitrary programs.,Média
"ibm/tivoli opc tracker agent version 2 release 1 creates files, directories, and ipc message queues with insecure permissions (world-readable and world-writable), which could allow local users to disrupt operations and possibly gain privileges by modifying or deleting files.","IBM/Tivoli OPC Tracker Agent version 2 release 1 creates files, directories, and IPC message queues with insecure permissions (world-readable and world-writable), which could allow local users to disrupt operations and possibly gain privileges by modifying or deleting files.",Alta
"ibm/tivoli opc tracker agent version 2 release 1 allows remote attackers to cause a denial of service (resource exhaustion) via malformed data to the localtracker client port (5011), which prevents the connection from being closed properly.","IBM/Tivoli OPC Tracker Agent version 2 release 1 allows remote attackers to cause a denial of service (resource exhaustion) via malformed data to the localtracker client port (5011), which prevents the connection from being closed properly.",Média
"tcp/ip implementation in microsoft windows 95, windows nt 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (rst) via a psh ack or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.","TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.",Média
buffer overflow in sco mscreen allows local users to gain root privileges via a long terminal entry (term) in the .mscreenrc file.,Buffer overflow in SCO mscreen allows local users to gain root privileges via a long terminal entry (TERM) in the .mscreenrc file.,Alta
buffer overflow in dbadmin cgi program 1.0.1 on linux allows remote attackers to execute arbitrary commands.,Buffer overflow in dbadmin CGI program 1.0.1 on Linux allows remote attackers to execute arbitrary commands.,Alta
"cwe: cwe-119 | buffer overflow in nfs mountd gives root access to remote attackers, mostly in linux systems.","cwe: cwe-119 | Buffer overflow in NFS mountd gives root access to remote attackers, mostly in Linux systems.",Alta
tcp rst denial of service in freebsd.,TCP RST denial of service in FreeBSD.,Média
irix and aix automountd services (autofsd) allow remote users to execute root commands.,IRIX and AIX automountd services (autofsd) allow remote users to execute root commands.,Alta
routed allows attackers to append data to files.,Routed allows attackers to append data to files.,Média
aix infod allows local users to gain root access through an x display.,AIX infod allows local users to gain root access through an X display.,Alta
a hidden snmp community string in hp openview allows remote attackers to modify mib tables and obtain sensitive information.,A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.,Alta
